pTHUMB_BONE3_X,pTHUMB_BONE3_Y,pTHUMB_BONE3_Z,pINDEX_BONE3_X,pINDEX_BONE3_Y,pINDEX_BONE3_Z,pMIDDLE_BONE3_X,pMIDDLE_BONE3_Y,pMIDDLE_BONE3_Z,pRING_BONE3_X,pRING_BONE3_Y,pRING_BONE3_Z,pPINKY_BONE3_X,pPINKY_BONE3_Y,pPINKY_BONE3_Z,THUMB_INDEX_ANGLE,INDEX_MIDDLE_ANGLE,MIDDLE_RING_ANGLE,RING_PINKY_ANGLE,target
-0.7286178,-0.04593795,-0.2310694,-0.4153771,0.7111065,0.2490229,-0.1992863,0.7698916,0.429523,0.2745247,0.4654702,0.5726277,0.007787015,0.6985678,0.5074308,0.3224546,0.9480217,0.7723046,0.9088434,FIVE
-0.7298806,-0.0504717,-0.2385061,-0.4206437,0.6991491,0.2681219,-0.2058278,0.7574966,0.4457719,0.2797487,0.4596426,0.5757808,0.004621011,0.6893105,0.5188794,0.3143913,0.948931,0.7692828,0.907273,FIVE
-0.7403836,-0.0771135,-0.2141691,-0.4304141,0.6933215,0.2766972,-0.2182785,0.750973,0.4548209,0.2800022,0.4474051,0.5863133,-0.000889711,0.681544,0.5302668,0.3085564,0.9498411,0.7587799,0.9036367,FIVE
-0.7451416,-0.0970663,-0.1766464,-0.4355288,0.6964138,0.2691323,-0.222551,0.7570177,0.447121,0.2748526,0.4484326,0.587787,-0.005140424,0.6863161,0.5255947,0.313829,0.9496755,0.7564412,0.9023837,FIVE
-0.7450606,-0.1107533,-0.1398177,-0.4408275,0.6959448,0.2678977,-0.2230029,0.7599397,0.4454179,0.2714686,0.4511248,0.5875877,-0.006979,0.6905534,0.522216,0.3223124,0.9483818,0.7588488,0.9024817,FIVE
-0.7454386,-0.116248,-0.1192575,-0.4388415,0.6984884,0.2646149,-0.2168751,0.7652216,0.4396796,0.273597,0.4577423,0.5812191,-0.003936992,0.6964465,0.5146437,0.3239751,0.9475648,0.7623385,0.9030266,FIVE
-0.7413921,-0.1187386,-0.09116831,-0.4335097,0.6929736,0.280042,-0.2050257,0.7586388,0.4517301,0.2766682,0.4543766,0.5745988,0.003960882,0.6894466,0.5195834,0.3268247,0.9462485,0.7714262,0.9066519,FIVE
-0.7389205,-0.1100777,-0.09036071,-0.4281511,0.6938983,0.2804707,-0.1964891,0.7556885,0.4540552,0.2755719,0.4567534,0.5673698,0.01181078,0.6869996,0.5176644,0.3308014,0.9448286,0.7799644,0.9116296,FIVE
-0.7364489,-0.096003,-0.08971994,-0.4191279,0.7015181,0.2715551,-0.1809105,0.7608855,0.4467669,0.279921,0.4595091,0.5583636,0.02833612,0.690038,0.5092931,0.3367861,0.9423661,0.7852676,0.9158307,FIVE
-0.735706,-0.0817181,-0.0930328,-0.4105742,0.71052,0.2643805,-0.1687498,0.766229,0.442663,0.2849701,0.4574302,0.556375,0.04152459,0.6912667,0.5067054,0.341106,0.9408569,0.7863216,0.9176738,FIVE
-0.7350171,-0.05706402,-0.1118631,-0.3945763,0.727935,0.2436616,-0.1530701,0.7793904,0.4264248,0.2909353,0.4537647,0.5567458,0.05647446,0.6974602,0.4972211,0.3437358,0.9403028,0.7823275,0.9166175,FIVE
-0.7323867,-0.03318341,-0.1499255,-0.3850636,0.7409889,0.2207969,-0.1495112,0.7888646,0.4107382,0.2890347,0.4470792,0.5641702,0.06150479,0.7016885,0.4906584,0.3470546,0.9406916,0.7736049,0.9135311,FIVE
