THUMB_INDEX_ANGLE,THUMB_DIST,INDEX_MIDDLE_ANGLE,INDEX_DIST,MIDDLE_RING_ANGLE,MIDDLE_DIST,RING_PINKY_ANGLE,RING_DIST,PINKY_DIST,target
0.5620444,0.06125921,0.2472176,0.04854457,0.7221305,0.04600798,0.3918563,0.03900905,0.03972106,CLOSE
0.6022941,0.0612889,0.2392403,0.04963234,0.7114086,0.04707342,0.3864878,0.0389007,0.04019668,CLOSE
0.5691153,0.06123208,0.2341969,0.05137591,0.7033849,0.04833582,0.3888569,0.03896205,0.0406307,CLOSE
0.5408408,0.06167789,0.2298327,0.05377051,0.695732,0.04936227,0.3874984,0.03948785,0.04127042,CLOSE
0.597156,0.0624305,0.2381164,0.0585945,0.6816441,0.05191163,0.3830496,0.0407081,0.04275034,CLOSE
0.5721611,0.07252457,0.2895687,0.06669708,0.6976552,0.0557606,0.3990922,0.0412135,0.04408854,CLOSE
0.5944518,0.07559021,0.3162029,0.06869794,0.7111328,0.05597201,0.4096042,0.04086455,0.04360784,CLOSE
0.5978819,0.07572563,0.3063623,0.06835034,0.7085058,0.05614689,0.4089236,0.04094367,0.04383917,CLOSE
0.6045243,0.07364715,0.2430262,0.06129762,0.6702749,0.05514557,0.3820708,0.04178991,0.0452923,CLOSE
0.6246039,0.07352747,0.2271518,0.05808197,0.6578945,0.05442848,0.3737128,0.04225275,0.04582203,CLOSE
0.6546686,0.07337305,0.225526,0.05346608,0.654216,0.05203777,0.3708641,0.0428153,0.04577232,CLOSE
0.6549001,0.06961232,0.2201273,0.04954156,0.6672046,0.05045818,0.3873993,0.04738316,0.04733183,CLOSE
0.6735685,0.06631576,0.2534339,0.04287903,0.7672587,0.04302993,0.4749244,0.05071469,0.04087621,CLOSE
0.6875498,0.06650899,0.3115663,0.04110433,0.792293,0.03874961,0.4111114,0.03972268,0.03605944,CLOSE
0.7348969,0.06775463,0.3260348,0.04179625,0.8468003,0.03770263,0.4249434,0.03825828,0.03440805,CLOSE
0.7845798,0.06756175,0.2726152,0.04528643,0.7507377,0.0426426,0.4288011,0.04073107,0.03852915,CLOSE
0.6865259,0.06839129,0.2089451,0.05182488,0.6510795,0.0517231,0.3761392,0.04749059,0.04750352,CLOSE
0.6235144,0.07267705,0.2003012,0.05698501,0.6012526,0.05711722,0.338034,0.04792634,0.05177948,CLOSE
0.6355764,0.07345498,0.2146413,0.05999131,0.6230181,0.05795249,0.3526718,0.04433772,0.0487317,CLOSE
0.5092348,0.07147788,0.337114,0.06914042,0.7331653,0.05194531,0.4167609,0.03947501,0.04104627,CLOSE
0.4694954,0.06381948,0.2940107,0.05922595,0.7366465,0.04685651,0.4006899,0.0391358,0.03888069,CLOSE
0.4742285,0.06309982,0.2946361,0.05012531,0.7358789,0.04368959,0.3929735,0.03909607,0.03781477,CLOSE
0.6183268,0.06526665,0.2991146,0.04354202,0.7558013,0.04118607,0.3878415,0.03912245,0.03752019,CLOSE
0.6721907,0.06582446,0.2901172,0.04379227,0.7542543,0.04079924,0.3798869,0.03853124,0.03761764,CLOSE
0.7491989,0.06551716,0.2873164,0.04306105,0.7381653,0.04076207,0.376365,0.0382109,0.037901,CLOSE
0.7983562,0.06478579,0.2907234,0.04297747,0.7316748,0.04087647,0.3772172,0.03792925,0.03796547,CLOSE
0.8298409,0.06458636,0.2896071,0.04350479,0.7338752,0.04118364,0.380529,0.0377765,0.03796552,CLOSE
0.8664076,0.06474017,0.2889818,0.04401371,0.7367847,0.04139507,0.3843364,0.03772128,0.03788465,CLOSE
0.8991343,0.06520409,0.2882943,0.04498519,0.7353554,0.04189447,0.3843994,0.03801321,0.03808418,CLOSE
0.9062093,0.06537905,0.2883337,0.04528065,0.737523,0.04205033,0.3847597,0.03813856,0.03815217,CLOSE
0.9004266,0.06527072,0.2894911,0.04480302,0.7385571,0.04184444,0.3840117,0.03815656,0.03807558,CLOSE
0.7314083,0.06401891,0.2549253,0.04724826,0.7338709,0.04450741,0.3949498,0.03887893,0.0390784,CLOSE
0.6089289,0.06911191,0.2159637,0.05959036,0.6234394,0.0565367,0.3513982,0.04413481,0.0483548,CLOSE
0.5630979,0.07064661,0.2182198,0.05422194,0.6275017,0.05398864,0.3563062,0.0474183,0.04926278,CLOSE
0.458752,0.06892335,0.2932765,0.04291407,0.7556675,0.04079492,0.4041716,0.04003079,0.03736645,CLOSE
0.537379,0.06494789,0.3061927,0.04049276,0.820867,0.03771319,0.4242764,0.03809338,0.03435078,CLOSE
0.7969778,0.05559243,0.2746946,0.04040444,0.7985278,0.03792827,0.4126643,0.03803174,0.0343146,CLOSE
0.6152329,0.05491659,0.2378074,0.04410692,0.7955496,0.04005905,0.4265081,0.03685351,0.0353927,CLOSE
0.5742372,0.05026618,0.2556415,0.05024825,0.7216067,0.0436306,0.4187601,0.03676692,0.03832781,CLOSE
0.7799734,0.05126378,0.2660925,0.05252902,0.7012962,0.04537573,0.4075704,0.03737117,0.03999463,CLOSE
0.5744784,0.05668011,0.2594377,0.05740118,0.6446155,0.04986374,0.362114,0.03976974,0.04447427,CLOSE
